mmsi,shiptype,operator,year,cooperation_score,coop_score,grade,total_distance_km_under_10,percent_under_10_knots,total_distance_km_btwn_10_12,percent_10_12_knots,total_distance_km_btwn_12_15,percent_12_15_knots,total_distance_km_over_15,percent_over_15_knots,total_distance_km,total_distance_km_weird,avg_speed_knots,max_speed_knots,min_speed_knots,max_implied_speed_knots,min_implied_speed_knots,max_final_calculated_speed_knots,min_final_calculated_speed_knots,max_final_lenient_speed_knots,min_final_lenient_speed_knots
477136900,Bulk Carrier,Cido Shipping HK Co Ltd,2017,9.90%,9.9,F,7.6,9.90%,21.2,27.70%,35.1,45.90%,12.5,16.30%,76.5,0,12,12.5,11.2,26.325,0,26.325,0,12.5,0
219027000,Container Ship (Fully Cellular),Maersk A/S,2017,9.90%,9.9,F,17.5,9.90%,17.4,9.80%,68.9,38.90%,73.4,41.50%,176.9,0,14.1,102.3,12.4,50.774,0,50.774,0,13.9,0
538007552,Bulk Carrier,Marla Dry Bulk Shipmanagement,2019,9.80%,9.8,F,33.8,9.80%,157.1,45.60%,153.4,44.50%,1.1,0.30%,344.5,0,11,13.3,2.3,23.116,0,23.116,0,13.3,0
372076000,Products Tanker,CPTA,2019,9.80%,9.8,F,59.1,9.80%,139,23.10%,348.1,57.90%,51.1,8.50%,601.7,0,6.8,14.5,0,35.532,0,35.532,0,14.4,0
228313800,Container Ship (Fully Cellular),APL LLC,2017,9.80%,9.8,F,17.9,9.80%,62.9,34.60%,30.3,16.60%,70.6,38.80%,182,0,12.4,18,10,44.148,0,44.148,0,17.916,0
538002750,Bulk Carrier,Ya-Sa Gemi Isletmeciligi,2018,9.80%,9.8,F,18.2,9.80%,100.2,53.70%,58.4,31.30%,9.5,5.10%,186.5,0,11.5,13.2,5.7,63.378,0,25.25,0,13.2,0
366791000,Container Ship (Fully Cellular),Pasha Hawaii Holdings LLC,2019,9.80%,9.8,F,246.8,9.80%,294.8,11.70%,545.2,21.60%,1433.6,56.90%,2519,0,14.8,22.1,4,49.288,0,49.288,0,22.1,0
538003831,Vehicles Carrier,Hyundai Glovis Co Ltd,2017,9.80%,9.8,F,16.8,9.80%,27.5,16%,92.7,53.80%,35.5,20.60%,172.2,0,12.7,14.4,9.9,96.904,0,47.271,0,14.4,0
303352000,Container Ship (Fully Cellular),APL LLC,2019,9.70%,9.7,F,232.8,9.70%,590.2,24.70%,409.6,17.10%,1148.8,48.10%,2390,0,3.9,20.5,0,39.395,0,39.395,0,20.2,0
565434000,Chemical/Products Tanker,TORM A/S,2018,9.70%,9.7,F,7.2,9.70%,5.8,7.80%,34.4,46.40%,27,36.40%,74.2,0,13.2,13.6,12.9,31.481,0,31.481,0,13.6,0
372688000,Bulk Carrier,Oldendorff Carriers GmbH & Co,2017,9.70%,9.7,F,17.1,9.70%,18.8,10.70%,75.1,42.60%,66.1,37.50%,176.3,0,13,13.9,11.9,63.066,0,38.43,0,13.822,0
477127900,Container Ship (Fully Cellular),Ocean Network Express Pte Ltd,2019,9.70%,9.7,F,166.3,9.70%,467.6,27.40%,196.9,11.50%,875.4,51.30%,1706.3,0,13.9,22.4,6,58.791,0,58.791,0,22.4,0
538006597,Open Hatch Cargo Ship,NYK Bulk & Projects Carriers,2019,9.60%,9.6,F,66.6,9.60%,529.8,76.70%,93.5,13.50%,0.6,0.10%,690.3,0,10.9,12.9,2.9,18.206,2.94,18.206,2.94,12.4,2.9
538007491,Bulk Carrier,Uniper Global Commodities SE,2018,9.60%,9.6,F,7.1,9.60%,42.9,58.20%,14.7,19.90%,9,12.20%,73.7,0,11.5,12.3,11,23.602,0,23.602,0,12.3,0
538005113,"Bulk Carrier, Self-discharging",CSL Americas,2017,9.50%,9.5,F,7.1,9.50%,15.2,20.30%,31.6,42.20%,20.8,27.80%,74.8,0,12.4,13.2,10.2,47.635,0,47.635,0,13.113,0
477182400,Container Ship (Fully Cellular),Orient Overseas Container Line,2019,9.50%,9.5,F,208.8,9.50%,689.4,31.50%,480.3,21.90%,809.2,37%,2189.3,0,13,20.3,3.8,50.265,0,50.265,0,20.2,0
566060000,Refrigerated Cargo Ship,Star Reefers Pool Inc,2019,9.50%,9.5,F,219.2,9.50%,355.8,15.40%,441.3,19.10%,1291,55.90%,2308.8,0,12.2,21.1,0,32.651,0,32.651,0,21.1,0
310764000,Container Ship (Fully Cellular),Hapag-Lloyd AG,2017,9.50%,9.5,F,67.2,9.50%,178.2,25.30%,180.8,25.60%,278.9,39.50%,705.2,0,13.1,17.2,9.6,421.606,0,47.626,0,17.2,0
220560000,Chemical/Products Tanker,TORM A/S,2017,9.40%,9.4,F,23.6,9.40%,63.9,25.40%,102.9,41%,61,24.30%,251.1,0,13.3,13.8,11.4,61.219,0,52.68,0,13.8,0
241531000,Crude/Oil Products Tanker,Cape Tankers Inc,2019,9.40%,9.4,F,34.6,9.40%,110.3,30%,197.3,53.60%,1.1,0.30%,367.8,0,1.3,12.9,0,21.87,0,21.87,0,12.8,0
477159700,Container Ship (Fully Cellular),Pacific International Lines,2019,9.40%,9.4,F,246.6,9.40%,646.3,24.80%,1023,39.20%,683.4,26.20%,2610.5,0,9.3,21.9,0,41.629,0,41.629,0,21.8,0
354162000,Bulk Carrier,Oldendorff Carriers GmbH & Co,2018,9.40%,9.4,F,14.1,9.40%,27.7,18.50%,64.8,43.20%,43.5,29%,150.1,0,13,14,11.6,42.374,0,42.374,0,14,0
477300500,Container Ship (Fully Cellular),Hapag-Lloyd AG,2017,9.40%,9.4,F,49.1,9.40%,95.3,18.20%,85.5,16.30%,293.8,56%,524.9,0,14.4,18.6,10.5,46.081,0,46.081,0,18.6,0
353814000,Bulk Carrier,Hayama Senpaku KK,2017,9.40%,9.4,F,33.2,9.40%,136,38.60%,115.3,32.70%,70.1,19.90%,352.5,0,12.4,12.4,10.1,53.845,0,53.845,0,12.4,0
356022000,Products Tanker,Panamax International LLC,2017,9.40%,9.4,F,32.8,9.40%,216.3,61.70%,58.7,16.80%,42.1,12%,350.4,0,11.4,102.3,10.1,38.466,0,38.466,0,18.593,0
319868000,Yacht,Panarea Holdings LP Inc,2017,9.40%,9.4,F,16.3,9.40%,18.8,10.90%,61.5,35.70%,75.7,43.90%,172.5,0,13.8,15,11.4,44.048,0,44.048,0,15,0
374217000,Vehicles Carrier,NYK Line,2019,9.40%,9.4,F,54.1,9.40%,201.4,35.10%,178.3,31.10%,138.2,24.10%,573.8,0,9.8,17.3,0.2,37.635,0,37.635,0.388,17.227,0.2
369339000,Container Ship (Fully Cellular),APL LLC,2019,9.30%,9.3,F,204,9.30%,566.4,25.80%,214.1,9.80%,1201.2,54.80%,2192,0,4.8,102.3,0,46.78,0,46.78,0,22.9,0
248265000,Vehicles Carrier,Wallenius Wilhelmsen Logistics,2018,9.30%,9.3,F,17.2,9.30%,33.9,18.40%,23.7,12.90%,110,59.70%,184.3,0,13.7,102.3,9.7,26.192,5.39,26.192,5.39,17.3,5.39
477148300,Bulk Carrier,Meritshipping Co Ltd,2017,9.30%,9.3,F,13.9,9.30%,4.1,2.70%,76.8,51.10%,55.1,36.70%,150.2,0,13.1,14,12.5,73.538,0,32.816,0,14,0
355288000,Container Ship (Fully Cellular),Maersk A/S,2018,9.20%,9.2,F,67.5,9.20%,154.3,20.90%,204.7,27.80%,309.3,42%,736.9,0,13.3,19.1,9.2,24.771,0,24.771,0,19.1,0
374288000,Wood Chips Carrier,Chugoku Sougyo Co Ltd,2018,9.20%,9.2,F,6.9,9.20%,11.6,15.40%,31.9,42.40%,24.9,33.10%,75.3,0,13.1,12.9,11.7,41.157,0,41.157,0.029,12.9,0.029
248639000,Bulk Carrier,Marinsa Denizcilik AS,2018,9.20%,9.2,F,13.7,9.20%,53.2,35.80%,50.8,34.10%,31.3,21%,148.8,0,12.7,14,10.8,34.952,0,34.952,0,14,0
210242000,Container Ship (Fully Cellular),Global Feeder Shipping Pte Ltd,2018,9.20%,9.2,F,6.9,9.20%,51.4,68.90%,8.6,11.50%,7.5,10.10%,74.6,0,10.5,11.1,10.1,26.713,0,26.713,0,11.1,0
373500000,Bulk Carrier,Mitsubishi Ore Transport Co,2018,9.20%,9.2,F,13.8,9.20%,66.3,44.40%,43.3,29%,26.6,17.80%,149.4,0,11.8,13.3,10,39.43,0,39.43,0,13.3,0
566349000,Bulk Carrier,PCL Shipping Pte Ltd,2019,9.20%,9.2,F,54.6,9.20%,334.1,56.40%,203.7,34.40%,0.2,0%,592.7,0,7.8,13.8,0,18.295,0,18.295,0,13.8,0
538006053,Chemical/Products Tanker,Ardmore MR Pool LLC,2019,9.10%,9.1,F,50,9.10%,212.7,38.80%,283.2,51.70%,2.6,0.50%,548.2,0,9.2,14.5,0,15.539,0,15.539,0,14,0
372104000,Container Ship (Fully Cellular),Ocean Network Express Pte Ltd,2018,9.10%,9.1,F,177.2,9.10%,345.8,17.70%,456.6,23.40%,972.5,49.80%,1952.6,0,14.4,21.2,4.9,682.014,0,48.939,0,21.2,0
257142000,Chemical/Products Tanker,Champion Tankers AS,2019,9%,9,F,26.4,9%,148.1,50.50%,116.8,39.80%,1,0.30%,293.4,0,5.1,13,0,18.775,0,18.775,0,12.81,0
477454900,Container Ship (Fully Cellular),Orient Overseas Container Line,2017,9%,9,F,16.2,9%,13.6,7.60%,52.8,29.50%,97,54.20%,179.1,0,13.7,15.1,0.6,55.681,0,55.681,0,15.1,0
373319000,Container Ship (Fully Cellular),Evergreen Marine Corp,2019,9%,9,F,54.6,9%,277.9,45.70%,250,41.10%,2.9,0.50%,607.7,0,2.1,14.1,0,34.366,0,34.366,0,14.1,0
357628000,Products Tanker,Panamax International LLC,2018,9%,9,F,13.5,9%,8.7,5.80%,82,54.50%,45.9,30.50%,150.5,0,12.6,13.3,12.1,86.737,0,48.817,0,13.2,0
241528000,Crude/Oil Products Tanker,Goulandris Maritime Inc,2018,9%,9,F,18.2,9%,77.1,38.20%,65,32.20%,41.3,20.50%,201.7,0,12.4,12.9,11.1,106.521,0,54.395,0,12.781,0
356696000,Crude/Oil Products Tanker,Cape Tankers Inc,2017,9%,9,F,15.8,9%,18.5,10.60%,82,46.80%,58.8,33.50%,175.3,0,13.1,14,5.3,44.64,0,44.64,0,13.8,0
220414000,Container Ship (Fully Cellular),Maersk A/S,2018,9%,9,F,13.8,9%,5.8,3.80%,48.3,31.40%,85.4,55.60%,153.7,0,14.8,16.7,12.3,48.364,0,48.364,0,16.7,0
538004318,Crude Oil Tanker,C Transport Maritime SAM,2017,9%,9,F,15.8,9%,31.5,18%,90.2,51.60%,37.3,21.40%,174.7,0,13.7,14.4,12,57.176,0,57.176,0,14.4,0
309656000,Vehicles Carrier,Mitsui OSK Lines Ltd,2019,89.90%,89.9,B,526.3,89.90%,53.8,9.20%,6,1%,0.8,0.10%,585.3,0,9,12.5,5.7,35.08,0,35.08,0,12.5,0
308369000,Vehicles Carrier,NYK Line,2019,89.90%,89.9,B,537.4,89.90%,58.2,9.70%,1.6,0.30%,0.1,0%,598.1,0,8.3,11.2,0.3,16.7,0,16.7,0,11.2,0
354252000,Chemical/Products Tanker,Pan Ocean Co Ltd,2019,89.80%,89.8,B,304.8,89.80%,31.3,9.20%,0.4,0.10%,0.3,0.10%,339.6,0,4.6,11,0,22.464,0,22.464,0,11,0
578000700,Passenger/Cruise,PONANT,2019,89.30%,89.3,B,12.5,89.30%,1.6,11.40%,0,0%,0,0%,14,0,9.4,9.6,9,10.031,8.735,10.031,8.735,9.6,8.735
211311970,Container Ship (Fully Cellular),Hapag-Lloyd AG,2019,89.30%,89.3,B,1804.8,89.30%,210.3,10.40%,4.6,0.20%,0.7,0%,2021.1,0,9.4,11.4,0.2,25.632,0,25.632,0,11.2,0
352935000,Vehicles Carrier,Wallenius Wilhelmsen Logistics,2019,89.20%,89.2,B,330.8,89.20%,31.8,8.60%,5,1.30%,1.8,0.50%,370.8,0,8.8,9.9,1,19.636,1.147,19.636,1.147,9.8,1
636015660,Container Ship (Fully Cellular),Hamburg Sudamerikanische,2019,89.20%,89.2,B,1005.4,89.20%,96.2,8.50%,2.2,0.20%,0.2,0%,1127,0,2.4,102.3,0,21.251,0,21.251,0,12.1,0
366892350,Passenger/Cruise,Lindblad Expeditions LLC,2019,89.10%,89.1,B,1096.2,89.10%,124.7,10.10%,1.5,0.10%,0.2,0%,1230.8,0,4.8,11.1,0.1,17.843,0,17.843,0,10.9,0
220593000,Container Ship (Fully Cellular),Maersk A/S,2019,89.10%,89.1,B,1552.7,89.10%,164.7,9.50%,26.4,1.50%,0.2,0%,1742.4,0,7.9,17,0.6,23.793,0,23.793,0,13.283,0
566085000,Vehicles Carrier,Wallenius Wilhelmsen Logistics,2019,88.90%,88.9,B,627,88.90%,76.1,10.80%,2.4,0.30%,0.2,0%,704.9,0,8.6,11.6,2.9,17.069,0,17.069,0,11.3,0
369077000,Platform Supply Ship,Hornbeck Offshore Services LLC,2018,88.80%,88.8,B,87.2,88.80%,4.7,4.80%,0.6,0.60%,5.9,6%,98.2,0,9.2,9.9,6.8,34.169,0,34.169,0,9.9,0
431987000,Vehicles Carrier,NYK Line,2019,88.80%,88.8,B,334.6,88.80%,42,11.10%,0,0%,0,0%,376.8,0,8,10.5,2.2,11.535,0,11.535,0,10.5,0
367067110,Crude Oil Tanker,Polar Tankers Inc,2019,88.80%,88.8,B,994.3,88.80%,114,10.20%,5.8,0.50%,1.7,0.20%,1119.7,0,6.5,11.9,0,35.906,0,35.906,0,11.9,0
367349430,Tug,Olympic Tug & Barge Inc,2017,88.50%,88.5,B,1956.2,88.50%,144,6.50%,64.6,2.90%,49.9,2.30%,2211.6,0,7.1,9.3,3.1,135.301,0,55.177,0,8.4,0
351819000,Container Ship (Fully Cellular),MSC Mediterranean Shipping Co,2019,88.30%,88.3,B,613.2,88.30%,67.4,9.70%,3.2,0.50%,11.3,1.60%,694.2,0,9.4,18.3,5.4,354.668,0,21.642,0,17.78,0
367766000,Research Survey Vessel,Monterey Bay Aquarium Research,2018,88.30%,88.3,B,296.5,88.30%,21.6,6.40%,2.6,0.80%,16.8,5%,335.9,0,8.8,10.3,6.5,46.456,0,46.456,0,10.3,0
367639830,Tug,Atlas Ocean Towing LLC,2018,88.10%,88.1,B,267.1,88.10%,21.3,7%,9.6,3.20%,5.2,1.70%,303.2,0,6.3,10.4,3.1,29.899,0,29.899,0,10.3,0
311056900,"Bulk Carrier, Self-discharging",CSL Americas,2019,88.10%,88.1,B,2488.6,88.10%,324.8,11.50%,12,0.40%,0.6,0%,2825.7,0,9.1,102.3,2.9,48.588,0,48.588,0,11.1,0
366998840,Tug,CIT Bank NA,2019,88%,88,B,8017.9,88%,969.5,10.60%,39.4,0.40%,12,0.10%,9106.7,0,4.8,13.2,0,274.877,0,53.029,0,168.854,0
366873510,Tug,American Marine Corp,2018,88%,88,B,65.3,88%,5.8,7.80%,1.4,1.90%,1.2,1.60%,74.2,0,7.9,8.4,7.5,20.036,0,20.036,0,8.4,0
431777000,Vehicles Carrier,NYK Line,2018,88%,88,B,270.3,88%,37.3,12.10%,0.1,0%,0,0%,307.3,0,8.7,11.7,5.7,576.144,0,12.916,0,10.639,0
431777000,Vehicles Carrier,NYK Line,2019,87.90%,87.9,B,538.3,87.90%,64.9,10.60%,9,1.50%,0,0%,612.4,0,7.7,13.6,0.2,14.367,0,14.367,0,13.6,0
235603000,Container Ship (Fully Cellular),Evergreen Marine Corp,2019,87.80%,87.8,B,505.5,87.80%,60.3,10.50%,10,1.70%,1.5,0.30%,575.9,0,9,14.7,4.5,22.998,0,22.998,0,14.633,0
636015975,Container Ship (Fully Cellular),MSC Mediterranean Shipping Co,2018,87.70%,87.7,B,161.5,87.70%,15.8,8.60%,0.6,0.30%,5.7,3.10%,184.2,0,8.9,9.9,4.6,33.002,0,33.002,0,9.9,0
538007379,Crude Oil Tanker,Blue Fin Tankers Inc,2019,87.60%,87.6,B,140.9,87.60%,0.2,0.10%,0.2,0.10%,0,0%,160.8,0,0.6,9.9,0,13.684,0,13.684,0,10.226,0
373355000,Container Ship (Fully Cellular),MSC Mediterranean Shipping Co,2019,87.60%,87.6,B,1044.9,87.60%,109.6,9.20%,12.9,1.10%,11.4,1%,1193.4,0,3.2,102.3,0,49.971,0,49.971,0,16.2,0
366396000,Passenger/Cruise,Lindblad Expeditions LLC,2019,87.50%,87.5,B,1169.2,87.50%,153.1,11.50%,5.1,0.40%,0,0%,1336.2,0,6,11.7,0.1,14.053,0,14.053,0,11.6,0
311054400,Vehicles Carrier,Hyundai Glovis Co Ltd,2018,87.40%,87.4,B,157.7,87.40%,19.7,10.90%,1.2,0.70%,0.2,0.10%,180.4,0,9.2,10.6,7.2,20.75,0,20.75,0,10.5,0
310768000,Container Ship (Fully Cellular),Hapag-Lloyd AG,2019,87.40%,87.4,B,1221.9,87.40%,133.9,9.60%,27.4,2%,13.1,0.90%,1397.7,0,9.1,16.3,2.2,22.085,0,22.085,0,15.97,0
431554000,Vehicles Carrier,Mitsui OSK Lines Ltd,2018,87.40%,87.4,B,167,87.40%,11,5.80%,0.1,0.10%,12.9,6.80%,191,0,8.6,10.1,1.3,563.98,0,46.86,0,10.038,0
256871000,Container Ship (Fully Cellular),MSC Mediterranean Shipping Co,2019,87.30%,87.3,B,393.9,87.30%,47.2,10.50%,6.6,1.50%,1.5,0.30%,451,0,9.2,11.3,5.6,28.905,2.008,28.905,2.008,10.847,2.008
257613000,Vehicles Carrier,Wallenius Wilhelmsen Logistics,2019,87.30%,87.3,B,301.6,87.30%,40.9,11.80%,2.7,0.80%,0.4,0.10%,345.3,0,9,12,3.1,16.239,0,16.239,0,11.688,0
566782000,Bulk Carrier,Ultrabulk A/S,2018,87.30%,87.3,B,159.5,87.30%,22.1,12.10%,0.5,0.30%,0.2,0.10%,182.8,0,9.5,10.2,8.7,19.135,0,19.135,0,10.2,0
241351000,LNG Tanker,Maran Gas Maritime Inc,2019,86.90%,86.9,B,302.6,86.90%,32.2,9.20%,12.1,3.50%,0.5,0.10%,348.3,0,7.1,12.1,0,22.524,0,22.524,0,12.1,0
538006806,Chemical/Products Tanker,Alterna Capital Partners LLC,2018,86.80%,86.8,B,159.4,86.80%,23,12.50%,2.2,1.20%,0,0%,183.7,0,9.7,10.2,7.8,13.063,0,13.063,0,10.2,0
255805867,Container Ship (Fully Cellular),MSC Mediterranean Shipping Co,2019,86.80%,86.8,B,602.7,86.80%,55.5,8%,20.8,3%,14.2,2%,694.6,0,9.3,18.8,0,77.559,0,52.515,0,18.787,0
367309330,Tug,Curtin Maritime Corp,2018,86.80%,86.8,B,163.6,86.80%,19.9,10.60%,3,1.60%,1.2,0.60%,188.4,0,7.5,11.6,4.3,27.573,0,27.573,0,11.6,0
367008820,Tug,Westar Marine Services,2018,86.50%,86.5,B,3.2,86.50%,0.3,8.10%,0.1,2.70%,0,0%,3.7,0,9.1,7.9,7.4,14.714,6.515,14.714,6.515,7.9,6.515
353348000,Vehicles Carrier,NYK Line,2018,86.40%,86.4,B,268.3,86.40%,32.5,10.50%,6.5,2.10%,2,0.60%,310.7,0,9.3,10.2,7.6,124.9,0,30.298,0,10.1,0
373404000,Container Ship (Fully Cellular),MSC Mediterranean Shipping Co,2019,86.30%,86.3,B,760.4,86.30%,115.6,13.10%,5.6,0.60%,0.2,0%,881.3,0,9.3,11.9,4.9,21.476,0,21.476,0,11.9,0
373005000,Container Ship (Fully Cellular),MSC Mediterranean Shipping Co,2019,86%,86,B,753.9,86%,83.1,9.50%,23,2.60%,15.6,1.80%,876.6,0,9.6,17.3,5.7,17.017,0,17.017,0,16.652,0
311000458,Vehicles Carrier,Eastern Car Liner Ltd,2018,85.90%,85.9,B,165.6,85.90%,23.1,12%,2.4,1.20%,1.2,0.60%,192.8,0,7.5,10.2,4,19.142,0,19.142,0,10.2,0
477372800,Crude Oil Tanker,DHT Management AS,2019,85.90%,85.9,B,103.2,85.90%,13.9,11.60%,0.3,0.20%,0.2,0.20%,120.1,0,2.7,9.9,0,21.065,0,21.065,0,9.9,0
205757000,Crude Oil Tanker,Euronav NV,2019,85.60%,85.6,B,379.7,85.60%,51.7,11.70%,6.3,1.40%,0.5,0.10%,443.4,0,4.3,11.9,0,16.375,0,16.375,0,11.9,0
432669000,Vehicles Carrier,NYK Line,2017,85.40%,85.4,B,63.8,85.40%,5.8,7.80%,3.5,4.70%,1.1,1.50%,74.7,0,7.2,7.7,6.6,26.11,0,26.11,0,7.692,0
477904300,Container Ship (Fully Cellular),Hapag-Lloyd AG,2019,85.30%,85.3,B,1243.9,85.30%,172.2,11.80%,23.9,1.60%,17.3,1.20%,1458.4,0,7.9,35.5,0,31.15,0,31.15,0,17.1,0
367303000,Tug,Vane Line Bunkering Inc,2019,85.20%,85.2,B,469.1,85.20%,32.1,5.80%,6.4,1.20%,2.9,0.50%,550.4,0,1,10.5,0,75.117,0,36.627,0,75.117,0
366978690,Tug,Olympic Tug & Barge Inc,2017,84.90%,84.9,B,1624.1,84.90%,157.8,8.20%,81.6,4.30%,50.3,2.60%,1912.8,0,7.4,10.2,3.2,195.115,0,58.706,0,10,0
477107300,Crude Oil Tanker,General National Maritime,2019,84.90%,84.9,B,573.1,84.90%,73.5,10.90%,23.7,3.50%,0.4,0.10%,675,0,6.1,12.4,0,66.408,0,17.617,0,12.37,0
353065000,Bulk Carrier,Doun Kisen Co Ltd,2018,84.70%,84.7,B,146.5,84.70%,25.4,14.70%,1.3,0.80%,0.1,0.10%,173,0,9.2,10.9,6.9,17.773,0,17.773,0,10.9,0
538005806,Chemical/Products Tanker,Trafigura Maritime Logistics,2019,84.70%,84.7,B,770,84.70%,110.3,12.10%,21.2,2.30%,1.2,0.10%,908.9,0,4.5,12.9,0,21.565,0,21.565,0,14.354,0
356593000,Crude Oil Tanker,Koch Shipping Pte Ltd,2019,84.50%,84.5,B,196.6,84.50%,27.1,11.60%,0.7,0.30%,0,0%,232.8,0,2.1,11.7,0,13.172,0,13.172,0,11.7,0
566956000,Container Ship (Fully Cellular),APL LLC,2019,84.50%,84.5,B,485.7,84.50%,82.3,14.30%,2.6,0.50%,0.2,0%,574.5,0,3.9,11.5,0,49.827,0,49.827,0,11.5,0
311918000,Vehicles Carrier,Kawasaki Kisen Kaisha Ltd,2019,84.40%,84.4,B,292.9,84.40%,53.5,15.40%,0.5,0.10%,0,0%,347,0,9.1,10.5,1.8,12.764,1.776,12.764,1.776,10.5,1.776
636015743,Container Ship (Fully Cellular),MSC Mediterranean Shipping Co,2019,84.20%,84.2,B,587.8,84.20%,105.9,15.20%,4.3,0.60%,0.1,0%,697.8,0,9.2,11.7,4.4,20.183,0,20.183,0,11.7,0
566960000,Container Ship (Fully Cellular),APL LLC,2019,84.20%,84.2,B,475.8,84.20%,86.1,15.20%,0.5,0.10%,0.1,0%,565.4,0,2.4,10.9,0,18.81,0,18.81,0,10.9,0
368020980,Articulated Pusher Tug,Vane Line Bunkering Inc,2019,84.20%,84.2,B,2492.7,84.20%,243.4,8.20%,34.4,1.20%,5.5,0.20%,2959.4,0,1,13.1,0,406.361,0,47.187,0,202.841,0
370777000,Vehicles Carrier,NYK Line,2019,84.10%,84.1,B,291,84.10%,43.9,12.70%,11.2,3.20%,0.1,0%,345.9,0,9,12.3,2.8,20.333,4.842,20.333,4.842,12.3,2.8
354410000,Vehicles Carrier,NYK Line,2019,84.10%,84.1,B,273.7,84.10%,50,15.40%,1.1,0.30%,0,0%,325.5,0,9.3,11.5,1.7,13.399,0,13.399,0,11.457,0
308275000,Crude Oil Tanker,Chevron Shipping Co LLC,2019,84%,84,B,2718.5,84%,437.6,13.50%,28.3,0.90%,8.7,0.30%,3235.1,0,3.2,13,0,299.752,0,57.333,0,299.752,0
311076800,Crude Oil Tanker,Tsakos Shipping & Trading SA,2019,83.90%,83.9,B,271.3,83.90%,39.1,12.10%,4.6,1.40%,0.2,0.10%,323.5,0,2.7,11.1,0,16.165,0,16.165,0,10.4,0
235093618,Container Ship (Fully Cellular),Evergreen Marine Corp,2019,83.80%,83.8,B,1425.9,83.80%,149.1,8.80%,90.7,5.30%,30.7,1.80%,1701.4,0,9.4,19.6,3,55.522,0,55.522,0,19.6,0
636015506,Container Ship (Fully Cellular),MSC Mediterranean Shipping Co,2019,83.80%,83.8,B,485,83.80%,74.1,12.80%,10.7,1.80%,0.1,0%,578.8,0,3.9,14.7,0,22.154,0,22.154,0,14.533,0
636014557,Container Ship (Fully Cellular),Yang Ming Marine Transport,2019,83.70%,83.7,B,1856.9,83.70%,320.4,14.40%,26.9,1.20%,8.4,0.40%,2217.5,0,9.3,11,0.1,76.767,0,45.456,0,10.7,0
477166300,Container Ship (Fully Cellular),CMA CGM SA The French Line,2019,83.70%,83.7,B,1042.1,83.70%,157.6,12.70%,23.4,1.90%,9.3,0.70%,1245.1,0,4.1,15.6,0,111.671,0,34.265,0,34.265,0
367007880,Tug,Sause Bros Inc,2018,83.70%,83.7,B,720.4,83.70%,92.6,10.80%,9.7,1.10%,38.2,4.40%,860.3,0,8.5,10.6,3.3,1646.012,0,59.861,0,10.5,0
369970428,Replenishment Dry Cargo Vessel,United States Govt MSC,2019,83.50%,83.5,B,22.8,83.50%,3.8,13.90%,0.8,2.90%,0,0%,27.3,0,10,9.9,9.4,14.71,7.731,14.71,7.731,9.8,7.731
356912000,Bulk Carrier,Minamoto Kisen Corp Ltd,2019,83.50%,83.5,B,280.8,83.50%,38.5,11.50%,13.5,4%,3.9,1.20%,336.1,0,9.2,13.8,3,22.95,0,22.95,0,13.8,0
367371840,Pusher Tug,Vane Line Bunkering Inc,2019,83.40%,83.4,B,296.3,83.40%,58.5,16.50%,0.1,0%,0,0%,355.1,0,6.7,10.7,0,16.446,0,16.446,0,10.7,0
311003400,Vehicles Carrier,NYK Line,2017,83.30%,83.3,B,143.3,83.30%,17.8,10.30%,6,3.50%,5.3,3.10%,172,0,8,8.5,6.9,43.857,0,43.857,0,8.5,0
372140000,Vehicles Carrier,NYK Line,2019,83.10%,83.1,B,303.8,83.10%,51.6,14.10%,3.4,0.90%,0.1,0%,365.8,0,3.9,11,0,15.041,0,15.041,0,11,0
367569830,Tug,Millennium Maritime Inc,2019,83%,83,B,9035.2,83%,1603.7,14.70%,128,1.20%,38.3,0.40%,10889.5,0,5.2,51.2,0,240.855,0,51.2,0,240.855,0
370157000,Vehicles Carrier,NYK Line,2019,82.80%,82.8,B,551.7,82.80%,108.3,16.30%,5.9,0.90%,0.1,0%,666.2,0,9,10.7,4.7,16.056,0,16.056,0,10.7,0
311056900,"Bulk Carrier, Self-discharging",CSL Americas,2018,82.70%,82.7,B,1040.2,82.70%,76,6%,109.9,8.70%,31.3,2.50%,1257.3,0,9.5,102.3,7.1,38.713,0,38.713,0,27.181,0
220598000,Container Ship (Fully Cellular),Maersk A/S,2019,82.60%,82.6,B,1945,82.60%,194.1,8.20%,205.3,8.70%,8.1,0.30%,2354.1,0,8.8,13.8,1.5,39.275,0,39.275,0,13.8,0
371908000,Container Ship (Fully Cellular),MSC Mediterranean Shipping Co,2019,82.60%,82.6,B,1165.1,82.60%,77,5.50%,163.3,11.60%,1.2,0.10%,1409.8,0,7.2,13.5,0,18.047,0,18.047,0,13.4,0
311018600,Vehicles Carrier,Mitsui OSK Lines Ltd,2018,82.30%,82.3,B,255.3,82.30%,19.2,6.20%,7.9,2.50%,27.5,8.90%,310.3,0,8.8,16.7,6.1,20.543,0,20.543,0,16.4,0
319819000,Vehicles Carrier,Mitsui OSK Lines Ltd,2018,82.10%,82.1,B,60,82.10%,7.9,10.80%,2.1,2.90%,2.9,4%,73.1,0,10.2,10.1,9.1,52.858,0,52.858,0,10,0
